com_name,sci_name_bw,sci_name_elton,sci_name_botw,nocturnal,cavity
Blue Rock-Thrush,Monticola solitarius,Monticola solitarius,Monticola solitarius,0,
Razorbill,Alca torda,Alca torda,Alca torda,0,
Northern Goshawk,Accipiter gentilis,Accipiter gentilis,Accipiter gentilis,0,0
Iberian Chiffchaff,Phylloscopus ibericus,Phylloscopus ibericus,Phylloscopus ibericus,0,
Common Eider,Somateria mollissima,Somateria mollissima,Somateria mollissima,0,
Gray-headed Woodpecker,Picus canus,Picus canus,Picus canus,0,1
Syrian Woodpecker,Dendrocopos syriacus,Dendrocopos syriacus,Dendrocopos syriacus,0,1
Arctic Loon,Gavia arctica,Gavia arctica,Gavia arctica,0,0
Tundra Swan,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,0,0
Eurasian Nutcracker,Nucifraga caryocatactes,Nucifraga caryocatactes,Nucifraga caryocatactes,0,
White-backed Woodpecker,Dendrocopos leucotos,Dendrocopos leucotos,Dendrocopos leucotos,0,1
Eurasian Three-toed Woodpecker,Picoides tridactylus,Picoides tridactylus,Picoides tridactylus,0,1
Yellow-billed Chough,Pyrrhocorax graculus,Pyrrhocorax graculus,Pyrrhocorax graculus,0,
Eurasian Pygmy-Owl,Glaucidium passerinum,Glaucidium passerinum,Glaucidium passerinum,1,1
Arctic Tern,Sterna paradisaea,Sterna paradisaea,Sterna paradisaea,0,0
Parrot Crossbill,Loxia pytyopsittacus,Loxia pytyopsittacus,Loxia pytyopsittacus,0,0
Ural Owl,Strix uralensis,Strix uralensis,Strix uralensis,1,
Lapland Longspur,Calcarius lapponicus,Calcarius lapponicus,Calcarius lapponicus,0,0
Common Rosefinch,Carpodacus erythrinus,Carpodacus erythrinus,Carpodacus erythrinus,0,
Spotted Redshank,Tringa erythropus,Tringa erythropus,Tringa erythropus,0,0
European Roller,Coracias garrulus,Coracias garrulus,Coracias garrulus,0,
Great Spotted Cuckoo,Clamator glandarius,Clamator glandarius,Clamator glandarius,0,
Ortolan Bunting,Emberiza hortulana,Emberiza hortulana,Emberiza hortulana,0,
River Warbler,Locustella fluviatilis,Locustella fluviatilis,Locustella fluviatilis,0,
Thrush Nightingale,Luscinia luscinia,Luscinia luscinia,Luscinia luscinia,0,
Small Pratincole,Glareola lactea,Glareola lactea,Glareola lactea,0,
Corn Crake,Crex crex,Crex crex,Crex crex,0,
Coal-crested Finch,Charitospiza eucosma,Charitospiza eucosma,Charitospiza eucosma,0,
Cuban Tody,Todus multicolor,Todus multicolor,Todus multicolor,0,
Stripe-tailed Yellow-Finch,Sicalis citrina,Sicalis citrina,Sicalis citrina,0,
Tufted Titmouse,Baeolophus bicolor,Baeolophus bicolor,Baeolophus bicolor,0,1
Pine Grosbeak,Pinicola enucleator,Pinicola enucleator,Pinicola enucleator,0,0
White-winged Crossbill,Loxia leucoptera,Loxia leucoptera,Loxia leucoptera,0,0
Greenish Warbler,Phylloscopus trochiloides,Phylloscopus trochiloides,Phylloscopus trochiloides,0,
Malaysian Blue Flycatcher,Cyornis turcosus,Cyornis turcosus,Cyornis turcosus,0,
Smoke-colored Pewee,Contopus fumigatus,Contopus fumigatus,Contopus fumigatus,0,
Bar-breasted Piculet,Picumnus aurifrons,Picumnus aurifrons,Picumnus aurifrons,0,
Deep-blue Flowerpiercer,Diglossa glauca,Diglossa glauca,Diglossa glauca,0,
Great Blue Heron,Ardea herodias,Ardea herodias,Ardea herodias,0,0
Sulphur-bellied Tyrannulet,Mecocerculus minor,Mecocerculus minor,Mecocerculus minor,0,0
White-throated Tit,Aegithalos niveogularis,Aegithalos niveogularis,Aegithalos niveogularis,0,0
Taiga Bean-Goose,Anser fabalis,Anser fabalis,Anser fabalis,0,0
Common Loon,Gavia immer,Gavia immer,Gavia immer,0,0
Grass-green Tanager,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,0,
Streak-fronted Thornbird,Phacellodomus striaticeps,Phacellodomus striaticeps,Phacellodomus striaticeps,0,
Sabine's Gull,Xema sabini,Xema sabini,Xema sabini,0,0
Horned Lark,Eremophila alpestris,Eremophila alpestris,Eremophila alpestris,0,0
Manx Shearwater,Puffinus puffinus,Puffinus puffinus,Puffinus puffinus,0,
Green-backed Camaroptera,Camaroptera brachyura,Camaroptera brachyura,Camaroptera brachyura,0,
Common Waxbill,Estrilda astrild,Estrilda astrild,Estrilda astrild,0,
Brown Oriole,Oriolus szalayi,Oriolus szalayi,Oriolus szalayi,0,
Sulphur-crested Cockatoo,Cacatua galerita,Cacatua galerita,Cacatua galerita,0,
Purple Sandpiper,Calidris maritima,Calidris maritima,Calidris maritima,0,0
Barking Owl,Ninox connivens,Ninox connivens,Ninox connivens,1,
Bushtit,Psaltriparus minimus,Psaltriparus minimus,Psaltriparus minimus,0,0
Red Knot,Calidris canutus,Calidris canutus,Calidris canutus,0,
Jack Snipe,Lymnocryptes minimus,Lymnocryptes minimus,Lymnocryptes minimus,0,
Common Poorwill,Phalaenoptilus nuttallii,Phalaenoptilus nuttallii,Phalaenoptilus nuttallii,1,
Speckled Hummingbird,Adelomyia melanogenys,Adelomyia melanogenys,Adelomyia melanogenys,0,
Bulwer's Petrel,Bulweria bulwerii,Bulweria bulwerii,Bulweria bulwerii,0,
Indian Roller,Coracias benghalensis,Coracias benghalensis,Coracias benghalensis,0,
Northern Slaty-Antshrike,Thamnophilus punctatus,Thamnophilus punctatus,Thamnophilus punctatus,0,
Green Shrike-Vireo,Vireolanius pulchellus,Vireolanius pulchellus,Vireolanius pulchellus,0,
Pileated Flycatcher,Xenotriccus mexicanus,Xenotriccus mexicanus,Xenotriccus mexicanus,0,
White-browed Shama,Copsychus luzoniensis,Copsychus luzoniensis,Copsychus luzoniensis,0,
Indian Peafowl,Pavo cristatus,Pavo cristatus,Pavo cristatus,0,
Greater Ani,Crotophaga major,Crotophaga major,Crotophaga major,0,
Pink-bellied Imperial-Pigeon,Ducula poliocephala,Ducula poliocephala,Ducula poliocephala,0,
Great Gray Owl,Strix nebulosa,Strix nebulosa,Strix nebulosa,1,
Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,Culicicapa ceylonensis,Culicicapa ceylonensis,0,
Great Snipe,Gallinago media,Gallinago media,Gallinago media,0,
American Coot,Fulica americana,Fulica americana,Fulica americana,0,0
American Robin,Turdus migratorius,Turdus migratorius,Turdus migratorius,0,0
Anna's Hummingbird,Calypte anna,Calypte anna,Calypte anna,0,0
Ash-throated Flycatcher,Myiarchus cinerascens,Myiarchus cinerascens,Myiarchus cinerascens,0,1
Black-throated Sparrow,Amphispiza bilineata,Amphispiza bilineata,Amphispiza bilineata,0,0
Broad-tailed Hummingbird,Selasphorus platycercus,Selasphorus platycercus,Selasphorus platycercus,0,0
Cactus Wren,Campylorhynchus brunneicapillus,Campylorhynchus brunneicapillus,Campylorhynchus brunneicapillus,0,
Cooper's Hawk,Accipiter cooperii,Accipiter cooperii,Accipiter cooperii,0,0
Costa's Hummingbird,Calypte costae,Calypte costae,Calypte costae,0,0
Curve-billed Thrasher,Toxostoma curvirostre,Toxostoma curvirostre,Toxostoma curvirostre,0,0
Gambel's Quail,Callipepla gambelii,Callipepla gambelii,Callipepla gambelii,0,0
Gila Woodpecker,Melanerpes uropygialis,Melanerpes uropygialis,Melanerpes uropygialis,0,1
Great Horned Owl,Bubo virginianus,Bubo virginianus,Bubo virginianus,1,0
Hooded Oriole,Icterus cucullatus,Icterus cucullatus,Icterus cucullatus,0,0
Mourning Dove,Zenaida macroura,Zenaida macroura,Zenaida macroura,0,0
Northern Cardinal,Cardinalis cardinalis,Cardinalis cardinalis,Cardinalis cardinalis,0,0
Northern Flicker,Colaptes auratus,Colaptes auratus,Colaptes auratus,0,1
Painted Redstart,Myioborus pictus,Myioborus pictus,Myioborus pictus,0,0
Phainopepla,Phainopepla nitens,Phainopepla nitens,Phainopepla nitens,0,0
Pyrrhuloxia,Cardinalis sinuatus,Cardinalis sinuatus,Cardinalis sinuatus,0,0
Red-winged Blackbird,Agelaius phoeniceus,Agelaius phoeniceus,Agelaius phoeniceus,0,0
Rufous Hummingbird,Selasphorus rufus,Selasphorus rufus,Selasphorus rufus,0,0
Savannah Sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Passerculus sandwichensis,0,0
Say's Phoebe,Sayornis saya,Sayornis saya,Sayornis saya,0,0
Townsend's Solitaire,Myadestes townsendi,Myadestes townsendi,Myadestes townsendi,0,0
Verdin,Auriparus flaviceps,Auriparus flaviceps,Auriparus flaviceps,0,0
White-crowned Sparrow,Zonotrichia leucophrys,Zonotrichia leucophrys,Zonotrichia leucophrys,0,0
White-winged Dove,Zenaida asiatica,Zenaida asiatica,Zenaida asiatica,0,0
Wild Turkey,Meleagris gallopavo,Meleagris gallopavo,Meleagris gallopavo,0,0
American Pipit,Anthus rubescens,Anthus rubescens,Anthus rubescens,0,0
Bell's Vireo,Vireo bellii,Vireo bellii,Vireo bellii,0,0
Black-chinned Hummingbird,Archilochus alexandri,Archilochus alexandri,Archilochus alexandri,0,0
Black-headed Grosbeak,Pheucticus melanocephalus,Pheucticus melanocephalus,Pheucticus melanocephalus,0,0
Black-tailed Gnatcatcher,Polioptila melanura,Polioptila melanura,Polioptila melanura,0,0
Brewer's Blackbird,Euphagus cyanocephalus,Euphagus cyanocephalus,Euphagus cyanocephalus,0,0
Brewer's Sparrow,Spizella breweri,Spizella breweri,Spizella breweri,0,0
Brown-crested Flycatcher,Myiarchus tyrannulus,Myiarchus tyrannulus,Myiarchus tyrannulus,0,1
Brown-headed Cowbird,Molothrus ater,Molothrus ater,Molothrus ater,0,0
Brown Creeper,Certhia americana,Certhia americana,Certhia americana,0,1
Canvasback,Aythya valisineria,Aythya valisineria,Aythya valisineria,0,0
Cassin's Kingbird,Tyrannus vociferans,Tyrannus vociferans,Tyrannus vociferans,0,0
Common Ground Dove,Columbina passerina,Columbina passerina,Columbina passerina,0,0
Eastern Meadowlark,Sturnella magna,Sturnella magna,Sturnella magna,0,0
Juniper Titmouse,Baeolophus ridgwayi,Baeolophus ridgwayi,Baeolophus ridgwayi,0,1
Marsh Wren,Cistothorus palustris,Cistothorus palustris,Cistothorus palustris,0,0
Pacific-slope Flycatcher,Empidonax difficilis,Empidonax difficilis,Empidonax difficilis,0,0
Spotted Sandpiper,Actitis macularius,Actitis macularius,Actitis macularius,0,0
Western Screech-Owl,Megascops kennicottii,Megascops kennicottii,Megascops kennicottii,1,1
Western Tanager,Piranga ludoviciana,Piranga ludoviciana,Piranga ludoviciana,0,0
Lesser Nighthawk,Chordeiles acutipennis,Chordeiles acutipennis,Chordeiles acutipennis,1,0
Lincoln's Sparrow,Melospiza lincolnii,Melospiza lincolnii,Melospiza lincolnii,0,0
Belted Kingfisher,Megaceryle alcyon,Megaceryle alcyon,Megaceryle alcyon,0,1
Canyon Wren,Catherpes mexicanus,Catherpes mexicanus,Catherpes mexicanus,0,1
Dark-eyed Junco,Junco hyemalis,Junco hyemalis,Junco hyemalis,0,0
Hermit Thrush,Catharus guttatus,Catharus guttatus,Catharus guttatus,0,0
Killdeer,Charadrius vociferus,Charadrius vociferus,Charadrius vociferus,0,0
White-breasted Nuthatch,Sitta carolinensis,Sitta carolinensis,Sitta carolinensis,0,1
Acorn Woodpecker,Melanerpes formicivorus,Melanerpes formicivorus,Melanerpes formicivorus,0,1
Bewick's Wren,Thryomanes bewickii,Thryomanes bewickii,Thryomanes bewickii,0,1
Cedar Waxwing,Bombycilla cedrorum,Bombycilla cedrorum,Bombycilla cedrorum,0,0
Northern Mockingbird,Mimus polyglottos,Mimus polyglottos,Mimus polyglottos,0,0
Western Bluebird,Sialia mexicana,Sialia mexicana,Sialia mexicana,0,1
Western Grebe,Aechmophorus occidentalis,Aechmophorus occidentalis,Aechmophorus occidentalis,0,0
Rock Wren,Salpinctes obsoletus,Salpinctes obsoletus,Salpinctes obsoletus,0,1
Greater Roadrunner,Geococcyx californianus,Geococcyx californianus,Geococcyx californianus,0,0
Burrowing Owl,Athene cunicularia,Athene cunicularia,Athene cunicularia,1,1
Pygmy Nuthatch,Sitta pygmaea,Sitta pygmaea,Sitta pygmaea,0,1
Redhead,Aythya americana,Aythya americana,Aythya americana,0,0
Rufous-crowned Sparrow,Aimophila ruficeps,Aimophila ruficeps,Aimophila ruficeps,0,0
Song Sparrow,Melospiza melodia,Melospiza melodia,Melospiza melodia,0,0
Western Kingbird,Tyrannus verticalis,Tyrannus verticalis,Tyrannus verticalis,0,0
Blue-gray Gnatcatcher,Polioptila caerulea,Polioptila caerulea,Polioptila caerulea,0,0
Gilded Flicker,Colaptes chrysoides,Colaptes chrysoides,Colaptes chrysoides,0,1
Hutton's Vireo,Vireo huttoni,Vireo huttoni,Vireo huttoni,0,0
Red-tailed Hawk,Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,0,0
Hepatic Tanager,Piranga flava,Piranga flava,Piranga flava,0,0
Scott's Oriole,Icterus parisorum,Icterus parisorum,Icterus parisorum,0,0
Western Meadowlark,Sturnella neglecta,Sturnella neglecta,Sturnella neglecta,0,0
Blue Grosbeak,Passerina caerulea,Passerina caerulea,Passerina caerulea,0,0
Yellow-billed Cuckoo,Coccyzus americanus,Coccyzus americanus,Coccyzus americanus,0,0
Common Nighthawk,Chordeiles minor,Chordeiles minor,Chordeiles minor,1,0
Crissal Thrasher,Toxostoma crissale,Toxostoma crissale,Toxostoma crissale,0,0
Eastern Bluebird,Sialia sialis,Sialia sialis,Sialia sialis,0,1
Greater Yellowlegs,Tringa melanoleuca,Tringa melanoleuca,Tringa melanoleuca,0,0
Loggerhead Shrike,Lanius ludovicianus,Lanius ludovicianus,Lanius ludovicianus,0,0
Purple Martin,Progne subis,Progne subis,Progne subis,0,1
Yellow-breasted Chat,Icteria virens,Icteria virens,Icteria virens,0,0
White-throated Swift,Aeronautes saxatalis,Aeronautes saxatalis,Aeronautes saxatalis,0,1
Ring-necked Duck,Aythya collaris,Aythya collaris,Aythya collaris,0,0
Red-breasted Nuthatch,Sitta canadensis,Sitta canadensis,Sitta canadensis,0,1
American Woodcock,Scolopax minor,Scolopax minor,Scolopax minor,0,0
California Quail,Callipepla californica,Callipepla californica,Callipepla californica,0,0
Chihuahuan Raven,Corvus cryptoleucus,Corvus cryptoleucus,Corvus cryptoleucus,0,0
Lark Sparrow,Chondestes grammacus,Chondestes grammacus,Chondestes grammacus,0,0
Ring-billed Gull,Larus delawarensis,Larus delawarensis,Larus delawarensis,0,0
Violet-green Swallow,Tachycineta thalassina,Tachycineta thalassina,Tachycineta thalassina,0,1
Great-tailed Grackle,Quiscalus mexicanus,Quiscalus mexicanus,Quiscalus mexicanus,0,0
Cassin's Vireo,Vireo cassinii,Vireo cassinii,Vireo cassinii,0,0
Eastern Screech-Owl,Megascops asio,Megascops asio,Megascops asio,1,1
Northern Rough-winged Swallow,Stelgidopteryx serripennis,Stelgidopteryx serripennis,Stelgidopteryx serripennis,0,0
Steller's Jay,Cyanocitta stelleri,Cyanocitta stelleri,Cyanocitta stelleri,0,0
Turkey Vulture,Cathartes aura,Cathartes aura,Cathartes aura,0,0
Warbling Vireo,Vireo gilvus,Vireo gilvus,Vireo gilvus,0,0
Western Wood-Pewee,Contopus sordidulus,Contopus sordidulus,Contopus sordidulus,0,0
Common Yellowthroat,Geothlypis trichas,Geothlypis trichas,Geothlypis trichas,0,0
Band-tailed Pigeon,Patagioenas fasciata,Patagioenas fasciata,Patagioenas fasciata,0,0
Bufflehead,Bucephala albeola,Bucephala albeola,Bucephala albeola,0,1
California Scrub-Jay,Aphelocoma californica,Aphelocoma californica,Aphelocoma californica,0,0
California Thrasher,Toxostoma redivivum,Toxostoma redivivum,Toxostoma redivivum,0,0
Golden-crowned Sparrow,Zonotrichia atricapilla,Zonotrichia atricapilla,Zonotrichia atricapilla,0,0
Oak Titmouse,Baeolophus inornatus,Baeolophus inornatus,Baeolophus inornatus,0,1
Red-shouldered Hawk,Buteo lineatus,Buteo lineatus,Buteo lineatus,0,0
Spotted Towhee,Pipilo maculatus,Pipilo maculatus,Pipilo maculatus,0,0
Canada Jay,Perisoreus canadensis,Perisoreus canadensis,Perisoreus canadensis,0,0
Fox Sparrow,Passerella iliaca,Passerella iliaca,Passerella iliaca,0,0
White-faced Ibis,Plegadis chihi,Plegadis chihi,Plegadis chihi,0,0
Cliff Swallow,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,0,1
Lesser Yellowlegs,Tringa flavipes,Tringa flavipes,Tringa flavipes,0,0
Sora,Porzana carolina,Porzana carolina,Porzana carolina,0,0
Tree Swallow,Tachycineta bicolor,Tachycineta bicolor,Tachycineta bicolor,0,1
Wrentit,Chamaea fasciata,Chamaea fasciata,Chamaea fasciata,0,0
Black Turnstone,Arenaria melanocephala,Arenaria melanocephala,Arenaria melanocephala,0,0
Least Sandpiper,Calidris minutilla,Calidris minutilla,Calidris minutilla,0,0
Long-billed Dowitcher,Limnodromus scolopaceus,Limnodromus scolopaceus,Limnodromus scolopaceus,0,0
Pied-billed Grebe,Podilymbus podiceps,Podilymbus podiceps,Podilymbus podiceps,0,0
Virginia Rail,Rallus limicola,Rallus limicola,Rallus limicola,0,0
Western Gull,Larus occidentalis,Larus occidentalis,Larus occidentalis,0,0
White-throated Sparrow,Zonotrichia albicollis,Zonotrichia albicollis,Zonotrichia albicollis,0,0
American Crow,Corvus brachyrhynchos,Corvus brachyrhynchos,Corvus brachyrhynchos,0,0
Cackling Goose,Branta hutchinsii,Branta hutchinsii,Branta hutchinsii,0,0
Merlin,Falco columbarius,Falco columbarius,Falco columbarius,0,0
Semipalmated Plover,Charadrius semipalmatus,Charadrius semipalmatus,Charadrius semipalmatus,0,0
Bald Eagle,Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,0,0
American Avocet,Recurvirostra americana,Recurvirostra americana,Recurvirostra americana,0,0
Wood Duck,Aix sponsa,Aix sponsa,Aix sponsa,0,1
American Bittern,Botaurus lentiginosus,Botaurus lentiginosus,Botaurus lentiginosus,0,0
Clark's Grebe,Aechmophorus clarkii,Aechmophorus clarkii,Aechmophorus clarkii,0,0
Allen's Hummingbird,Selasphorus sasin,Selasphorus sasin,Selasphorus sasin,0,0
Black-billed Magpie,Pica hudsonia,Pica hudsonia,Pica hudsonia,0,0
Chipping Sparrow,Spizella passerina,Spizella passerina,Spizella passerina,0,0
Clark's Nutcracker,Nucifraga columbiana,Nucifraga columbiana,Nucifraga columbiana,0,0
Hooded Merganser,Lophodytes cucullatus,Lophodytes cucullatus,Lophodytes cucullatus,0,1
Laysan Albatross,Phoebastria immutabilis,Phoebastria immutabilis,Phoebastria immutabilis,0,0
Olive-sided Flycatcher,Contopus cooperi,Contopus cooperi,Contopus cooperi,0,0
Ruddy Turnstone,Arenaria interpres,Arenaria interpres,Arenaria interpres,0,0
Swainson's Thrush,Catharus ustulatus,Catharus ustulatus,Catharus ustulatus,0,0
Vaux's Swift,Chaetura vauxi,Chaetura vauxi,Chaetura vauxi,0,1
Vesper Sparrow,Pooecetes gramineus,Pooecetes gramineus,Pooecetes gramineus,0,0
Willow Flycatcher,Empidonax traillii,Empidonax traillii,Empidonax traillii,0,0
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Xanthocephalus xanthocephalus,Xanthocephalus xanthocephalus,0,0
Black Tern,Chlidonias niger,Chlidonias niger,Chlidonias niger,0,0
Dusky Flycatcher,Empidonax oberholseri,Empidonax oberholseri,Empidonax oberholseri,0,0
Gray Flycatcher,Empidonax wrightii,Empidonax wrightii,Empidonax wrightii,0,0
Green-tailed Towhee,Pipilo chlorurus,Pipilo chlorurus,Pipilo chlorurus,0,0
Golden-crowned Kinglet,Regulus satrapa,Regulus satrapa,Regulus satrapa,0,0
Hammond's Flycatcher,Empidonax hammondii,Empidonax hammondii,Empidonax hammondii,0,0
Lazuli Bunting,Passerina amoena,Passerina amoena,Passerina amoena,0,0
Swainson's Hawk,Buteo swainsoni,Buteo swainsoni,Buteo swainsoni,0,0
Short-billed Dowitcher,Limnodromus griseus,Limnodromus griseus,Limnodromus griseus,0,0
Sharp-shinned Hawk,Accipiter striatus,Accipiter striatus,Accipiter striatus,0,0
California Gull,Larus californicus,Larus californicus,Larus californicus,0,0
Glaucous-winged Gull,Larus glaucescens,Larus glaucescens,Larus glaucescens,0,0
Northern Saw-whet Owl,Aegolius acadicus,Aegolius acadicus,Aegolius acadicus,1,1
Northwestern Crow,Corvus caurinus,Corvus caurinus,Corvus caurinus,0,0
Blue-throated Mountain-gem,Lampornis clemenciae,Lampornis clemenciae,Lampornis clemenciae,0,0
Cordilleran Flycatcher,Empidonax occidentalis,Empidonax occidentalis,Empidonax occidentalis,0,0
Yellow-green Vireo,Vireo flavoviridis,Vireo flavoviridis,Vireo flavoviridis,0,0
American Dipper,Cinclus mexicanus,Cinclus mexicanus,Cinclus mexicanus,0,0
Trumpeter Swan,Cygnus buccinator,Cygnus buccinator,Cygnus buccinator,0,0
Northern Pygmy-Owl,Glaucidium gnoma,Glaucidium gnoma,Glaucidium gnoma,1,1
Spotted Owl,Strix occidentalis,Strix occidentalis,Strix occidentalis,1,0
Black-crested Titmouse,Baeolophus atricristatus,Baeolophus atricristatus,Baeolophus atricristatus,0,1
Baltimore Oriole,Icterus galbula,Icterus galbula,Icterus galbula,0,0
Elf Owl,Micrathene whitneyi,Micrathene whitneyi,Micrathene whitneyi,1,1
Black-billed Cuckoo,Coccyzus erythropthalmus,Coccyzus erythropthalmus,Coccyzus erythropthalmus,0,0
Gray Vireo,Vireo vicinior,Vireo vicinior,Vireo vicinior,0,0
Great Crested Flycatcher,Myiarchus crinitus,Myiarchus crinitus,Myiarchus crinitus,0,1
Montezuma Quail,Cyrtonyx montezumae,Cyrtonyx montezumae,Cyrtonyx montezumae,0,0
Bridled Titmouse,Baeolophus wollweberi,Baeolophus wollweberi,Baeolophus wollweberi,0,1
Eared Quetzal,Euptilotis neoxenus,Euptilotis neoxenus,Euptilotis neoxenus,0,1
Pine Flycatcher,Empidonax affinis,Empidonax affinis,Empidonax affinis,0,0
Ruby-throated Hummingbird,Archilochus colubris,Archilochus colubris,Archilochus colubris,0,0
Whiskered Screech-Owl,Megascops trichopsis,Megascops trichopsis,Megascops trichopsis,1,1
Red-crowned Parrot,Amazona viridigenalis,Amazona viridigenalis,Amazona viridigenalis,0,1
Yellow-throated Vireo,Vireo flavifrons,Vireo flavifrons,Vireo flavifrons,0,0
Pinyon Jay,Gymnorhinus cyanocephalus,Gymnorhinus cyanocephalus,Gymnorhinus cyanocephalus,0,0
Black-backed Woodpecker,Picoides arcticus,Picoides arcticus,Picoides arcticus,0,1
Barred Owl,Strix varia,Strix varia,Strix varia,1,0
Inca Dove,Columbina inca,Columbina inca,Columbina inca,0,0
Pigeon Guillemot,Cepphus columba,Cepphus columba,Cepphus columba,0,1
Mountain Bluebird,Sialia currucoides,Sialia currucoides,Sialia currucoides,0,1
Red-breasted Sapsucker,Sphyrapicus ruber,Sphyrapicus ruber,Sphyrapicus ruber,0,1
Eastern Phoebe,Sayornis phoebe,Sayornis phoebe,Sayornis phoebe,0,0
Mountain Quail,Oreortyx pictus,Oreortyx pictus,Oreortyx pictus,0,0
Veery,Catharus fuscescens,Catharus fuscescens,Catharus fuscescens,0,0
Flame-colored Tanager,Piranga bidentata,Piranga bidentata,Piranga bidentata,0,0
Zone-tailed Hawk,Buteo albonotatus,Buteo albonotatus,Buteo albonotatus,0,0
Dusky-capped Flycatcher,Myiarchus tuberculifer,Myiarchus tuberculifer,Myiarchus tuberculifer,0,1
Harris's Hawk,Parabuteo unicinctus,Parabuteo unicinctus,Parabuteo unicinctus,0,0
Limpkin,Aramus guarauna,Aramus guarauna,Aramus guarauna,0,0
Grasshopper Sparrow,Ammodramus savannarum,Ammodramus savannarum,Ammodramus savannarum,0,0
Forster's Tern,Sterna forsteri,Sterna forsteri,Sterna forsteri,0,0
Greater Scaup,Aythya marila,Aythya marila,Aythya marila,0,
Snow Bunting,Plectrophenax nivalis,Plectrophenax nivalis,Plectrophenax nivalis,0,
Solitary Sandpiper,Tringa solitaria,Tringa solitaria,Tringa solitaria,0,
American Black Duck,Anas rubripes,Anas rubripes,Anas rubripes,0,
Blue Jay,Cyanocitta cristata,Cyanocitta cristata,Cyanocitta cristata,0,
Carolina Wren,Thryothorus ludovicianus,Thryothorus ludovicianus,Thryothorus ludovicianus,0,
Common Grackle,Quiscalus quiscula,Quiscalus quiscula,Quiscalus quiscula,0,
Fish Crow,Corvus ossifragus,Corvus ossifragus,Corvus ossifragus,0,
Red-bellied Woodpecker,Melanerpes carolinus,Melanerpes carolinus,Melanerpes carolinus,0,
Red-headed Woodpecker,Melanerpes erythrocephalus,Melanerpes erythrocephalus,Melanerpes erythrocephalus,0,
Rusty Blackbird,Euphagus carolinus,Euphagus carolinus,Euphagus carolinus,0,
Acadian Flycatcher,Empidonax virescens,Empidonax virescens,Empidonax virescens,0,
Blue-headed Vireo,Vireo solitarius,Vireo solitarius,Vireo solitarius,0,
Bobolink,Dolichonyx oryzivorus,Dolichonyx oryzivorus,Dolichonyx oryzivorus,0,
Gray Catbird,Dumetella carolinensis,Dumetella carolinensis,Dumetella carolinensis,0,
Boat-tailed Grackle,Quiscalus major,Quiscalus major,Quiscalus major,0,
Chimney Swift,Chaetura pelagica,Chaetura pelagica,Chaetura pelagica,0,
Orchard Oriole,Icterus spurius,Icterus spurius,Icterus spurius,0,
Rose-breasted Grosbeak,Pheucticus ludovicianus,Pheucticus ludovicianus,Pheucticus ludovicianus,0,
Scarlet Tanager,Piranga olivacea,Piranga olivacea,Piranga olivacea,0,
Greater Prairie-Chicken,Tympanuchus cupido,Tympanuchus cupido,Tympanuchus cupido,0,
Indigo Bunting,Passerina cyanea,Passerina cyanea,Passerina cyanea,0,
Wood Thrush,Hylocichla mustelina,Hylocichla mustelina,Hylocichla mustelina,0,
Worm-eating Warbler,Helmitheros vermivorum,Helmitheros vermivorum,Helmitheros vermivorum,0,
Yellow-bellied Flycatcher,Empidonax flaviventris,Empidonax flaviventris,Empidonax flaviventris,0,
Eastern Kingbird,Tyrannus tyrannus,Tyrannus tyrannus,Tyrannus tyrannus,0,
Brown Thrasher,Toxostoma rufum,Toxostoma rufum,Toxostoma rufum,0,
Red-eyed Vireo,Vireo olivaceus,Vireo olivaceus,Vireo olivaceus,0,
Swamp Sparrow,Melospiza georgiana,Melospiza georgiana,Melospiza georgiana,0,
Yellow-bellied Sapsucker,Sphyrapicus varius,Sphyrapicus varius,Sphyrapicus varius,0,
Eastern Towhee,Pipilo erythrophthalmus,Pipilo erythrophthalmus,Pipilo erythrophthalmus,0,
Field Sparrow,Spizella pusilla,Spizella pusilla,Spizella pusilla,0,
Long-tailed Duck,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,0,
Clay-colored Sparrow,Spizella pallida,Spizella pallida,Spizella pallida,0,
Eared Grebe,Podiceps nigricollis,Podiceps nigricollis,Podiceps nigricollis,0,
Harris's Sparrow,Zonotrichia querula,Zonotrichia querula,Zonotrichia querula,0,
Lesser Scaup,Aythya affinis,Aythya affinis,Aythya affinis,0,
Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Seiurus aurocapilla,0,
Semipalmated Sandpiper,Calidris pusilla,Calidris pusilla,Calidris pusilla,0,
Golden-winged Warbler,Vermivora chrysoptera,Vermivora chrysoptera,Vermivora chrysoptera,0,
Least Flycatcher,Empidonax minimus,Empidonax minimus,Empidonax minimus,0,
Northern Bobwhite,Colinus virginianus,Colinus virginianus,Colinus virginianus,0,
Alder Flycatcher,Empidonax alnorum,Empidonax alnorum,Empidonax alnorum,0,
